StyleGAN3-D,StyleGAN2-ADA-D,target
0.17835306438716117,0.4831924160892564,0
0.32673981368439653,0.8383114666797433,0
0.5727435027265861,0.8868534116286977,0
0.23933892985052718,0.4839614389573986,0
0.14390718232544536,0.7977921799029868,0
0.38630979337023447,0.25167172429244505,0
0.4974182924589149,0.8610517504291719,0
0.4300076648164023,0.9263979597836485,0
0.5441377886791362,0.8092639409549658,0
0.6486019562953707,0.9504304465174925,0
0.3367053179816822,0.6956014917825798,0
0.7067182463494386,0.9616144404485929,0
0.524043940223159,0.8099375237195515,0
0.14038949879284662,0.881984399603895,0
0.7189604069640941,0.8262054671086891,0
0.5223197176557568,0.6192726017549721,0
0.21393146716306868,0.7912987104109317,0
0.6191664098595063,0.9113140091172834,0
0.7969497947348692,0.7551989998127729,0
0.23658293163901714,0.9091828285186131,0
0.31819365350602286,0.8802390559215976,0
0.9005052447418701,0.911842944375735,0
0.6381745099297361,0.9279248766839413,0
0.7321939874177774,0.9370652397794712,0
0.8724341669350186,0.965532116124678,0
0.5605794077375781,0.6813300366199464,0
0.500492200096406,0.7530444854295841,0
0.6762636894814427,0.856809987021906,0
0.26029970459368873,0.7046947346169576,0
0.579886830467202,0.646360230623479,0
0.5130222636993594,0.844626427158893,0
0.5752591286004202,0.8515115612347107,0
0.7995874275957855,0.9510185702616993,0
0.6836822319420413,0.8397369517008221,0
0.7619374969402174,0.9718428697787894,0
0.15228362182249228,0.167543663366958,0
0.7257007296828197,0.9069944787308372,0
0.7203561756609438,0.9169714601798267,0
0.6574956500649017,0.930874016641062,0
0.17557679159342227,0.4308982018235671,0
0.4674562055707498,0.7981012349885553,0
0.04652928011427388,0.14975021009935804,0
0.4268393381404216,0.9127907505182643,0
0.5176114420168785,0.9539114651996831,0
0.4739336124176876,0.8648291636187415,0
0.40367237947252294,0.7991509127884577,0
0.7473005601175592,0.863298138161408,0
0.6387841610146177,0.922590858937314,0
0.002386973145563769,0.00047216778644604073,0
0.43718928253942946,0.9594997594355786,0
0.5697382634397654,0.9008219245023897,0
0.39124719980066747,0.7928025535308357,0
0.2707293852483454,0.7734054877187465,0
0.36951772796424986,0.8705503373032095,0
0.1691398165702651,0.5974396169453876,0
0.21354509875015953,0.8802573520271552,0
0.501656511325708,0.6444447093545709,0
0.7051642467565864,0.8964648243993949,0
0.6915270440406256,0.9215593125374248,0
0.44537509699187156,0.7475863075795317,0
0.2559243188022271,0.6441023226123004,0
0.4614177416718343,0.7785995449453647,0
0.44018997854788555,0.8755742887173411,0
0.21642228286743784,0.7036147641371335,0
0.5477488083838488,0.881476902919006,0
0.498310319060891,0.934665100144418,0
0.6525909666390777,0.8858847216245613,0
0.32388516879390006,0.7878317810572354,0
0.37980868923793154,0.7896020129459682,0
0.7618214472808089,0.9586154797821986,0
0.15746623270158175,0.641990777390008,0
0.6687923740652462,0.9556028608562597,0
0.3176342617907096,0.7137801628200767,0
0.6107889571518307,0.8784441681297899,0
0.6922531135104573,0.9830231354488951,0
0.6539709306383972,0.7953880566920102,0
0.21152833890398462,0.9380013515038218,0
0.06133986403530551,0.20346233103966743,0
0.47332216527691473,0.8762220895357539,0
0.7164083464423929,0.8984613094545958,0
0.24534218782389125,0.7436426755376527,0
0.737073524564733,0.9779560046814879,0
0.04561472717656522,0.1300626781078639,0
0.6796780600714838,0.965630812162818,0
0.815180661810064,0.9512797000509245,0
0.31121103223196084,0.81401833704737,0
0.6239814828617143,0.8780412504760006,0
0.2643142202087175,0.8791005806976153,0
0.8857390619397165,0.9511101363013097,0
0.3960201343581928,0.6771482969726428,0
0.22149055748963956,0.7452201082429889,0
0.5161656849796843,0.8877153365693434,0
0.4177005278557233,0.9388274115571489,0
0.17229591477907197,0.8031871007836411,0
0.5759700529788688,0.896249089671889,0
0.0853057441411319,0.6185782413888476,0
0.48388543228730546,0.7782026017195013,0
0.5063079079936312,0.8052182347651718,0
0.23790330625665,0.7320525433717228,0
0.26489297921758276,0.4068254552071777,0
0.14311742788814963,0.560548280768488,0
0.31752337652610374,0.9044561169108218,0
0.41333779660375386,0.9199285004954367,0
0.7249462404732544,0.9166584208590173,0
0.43698725401975386,0.693485992010764,0
0.7272099547891162,0.9773663964831341,0
0.5558439267556722,0.7483245039121995,0
0.4568189356731258,0.9612487534293187,0
0.6480982245879634,0.7670873533227215,0
0.7736663563426367,0.9704851073845374,0
0.33383286099877685,0.5763919803296275,0
0.43300196696419285,0.831943016629381,0
0.3097416197067879,0.870116500640411,0
0.43074789164084987,0.91798799901183,0
0.595013307955481,0.7590674660773491,0
0.4741964155682915,0.825850854537075,0
0.1195716409906588,0.6477404058489551,0
0.38064741050713435,0.9118574323201419,0
0.020240860919892682,0.41020202725747756,0
0.5338198573839319,0.8239040780291882,0
0.2682059655897536,0.6445488277067776,0
0.3496520950979681,0.5861027409611604,0
0.7668714451947466,0.7684301118826156,0
0.5880831824085233,0.8950998995713733,0
0.4257299499148616,0.7913966551271352,0
0.5157737078972053,0.8312273854547099,0
0.5755248336206142,0.791331467395538,0
0.555367630224393,0.902784023975038,0
0.7584798204189507,0.9051718043878435,0
0.44238986398182917,0.6824299673784845,0
0.6458036413533496,0.8003490836633246,0
0.3783375526623709,0.9345329520184976,0
0.6209695533715418,0.9065906514051827,0
0.6942617440418847,0.8753485527692069,0
0.7156532078196305,0.9404332561086313,0
0.7179897911798757,0.891085430662019,0
0.30210441780536595,0.8896434308711557,0
0.06428430595240398,0.16092879516236763,0
0.38604857693581435,0.7803658457566245,0
0.5104716156153051,0.905221235931276,0
0.38955490814428045,0.9099338372559647,0
0.368209984300776,0.8965539259737347,0
0.6517074278538932,0.9208278717833349,0
0.17227272741360455,0.8279070097809322,0
0.5137051724588111,0.5054055283375202,0
0.5815546962157955,0.9035953794358985,0
0.6227691369005394,0.9449247861629982,0
0.35224555891652215,0.9632595455687293,0
0.09032230030808906,0.42551997533262215,0
0.6677066961059099,0.7949249973271192,0
0.3671734802957835,0.8803601472942106,0
0.5321498837772476,0.8630362546945411,0
0.4267665165776992,0.8235137568738363,0
0.48102249331673513,0.6256170003813609,0
0.7880533153941853,0.9771594278169439,0
0.5740277518889535,0.9628157941865837,0
0.5860758753789144,0.7632944944957263,0
0.2779682435093995,0.5539144806310246,0
0.39240406095924196,0.7305456933078802,0
0.14811053990973636,0.4112955451207172,0
0.3561232107897419,0.7270061778533592,0
0.5746024415900721,0.8420766967564759,0
0.674804531217167,0.9499737289314052,0
0.6906692357522165,0.895760874823263,0
0.39392956104526683,0.46793416836207835,0
0.4895633570160072,0.7445671585458019,0
0.24247905758956867,0.7797041190385122,0
0.7065821597223043,0.8387756395399881,0
0.3818710907028,0.7609391451033655,0
0.28199932291234053,0.63166049858697,0
0.16452344320090237,0.3301103231523194,0
0.46862229453260534,0.9025546142672347,0
0.6864588197137806,0.9418825148683805,0
0.68805057872314,0.8712944717511162,0
0.5936384510561024,0.9288769040085819,0
0.746307177989633,0.6515687662122766,0
0.18855218926243145,0.7274049853539252,0
